Probe Set ID	Percentile
205643_s_at	-70.419
205644_s_at	-64.9612
205645_at	99.0513
205646_s_at	-59.5355
205647_at	-34.8444
205648_at	-44.3461
205649_s_at	-53.6289
205650_s_at	-46.1709
205651_x_at	-27.8869
205652_s_at	-23.2065
205653_at	-77.4411
205654_at	-93.5929
205655_at	24.0297
205656_at	-39.2118
205657_at	24.103
205658_s_at	-72.7187
205659_at	-69.6695
205660_at	85.1751
205661_s_at	-51.197
205662_at	-46.9956
205663_at	36.3007
205664_at	70.2992
205665_at	-55.5366
205666_at	-31.2624
205667_at	-15.1051
205668_at	75.5725
205669_at	-37.1998
205670_at	-79.4265
205671_s_at	-98.4925
205672_at	-6.16589
205673_s_at	-41.941
205674_x_at	-73.1416
205675_at	-46.4205
205676_at	-21.3748
205677_s_at	-9.31061
205678_at	-63.033
205679_x_at	-88.5083
205680_at	-49.8664
205681_at	95.7068
205682_x_at	-30.3174
205683_x_at	-68.0144
205684_s_at	-27.6168
205685_at	-78.0513
205686_s_at	-68.5268
205687_at	-3.74486
205688_at	-52.3723
205689_at	-43.38
205690_s_at	56.235
205691_at	-28.0704
205692_s_at	-71.2172
205693_at	-88.9171
205694_at	-29.0781
205695_at	-67.4557
205696_s_at	-20.7349
205697_at	-71.3363
205698_s_at	46.3074
205699_at	-99.8538
205700_at	-11.7999
205701_at	51.717
205702_at	45.0835
205703_at	-77.8417
205704_s_at	43.124
205705_at	-9.21235
205706_s_at	-9.71277
205707_at	97.009
205708_s_at	4.21805
205709_s_at	-24.9983
205710_at	-35.3577
205711_x_at	-17.6514
205712_at	-52.7569
205713_s_at	-74.1968
205714_s_at	-87.8232
205715_at	90.6796
205716_at	37.9478
205717_x_at	-24.6224
205718_at	29.7809
205719_s_at	-40.4712
205720_at	48.305
205721_at	-83.2749
205722_s_at	30.1137
205723_at	48.2001
205724_at	-77.6019
205725_at	-75.0569
205726_at	-44.2592
205727_at	39.8298
205728_at	-93.49
205729_at	-34.6802
205730_s_at	-53.1486
205731_s_at	98.3791
205732_s_at	97.9252
205733_at	-76.5207
205734_s_at	34.3103
205735_s_at	-95.461
205736_at	-87.7507
205737_at	-62.2328
205738_s_at	-64.5604
205739_x_at	52.1967
205740_s_at	18.8938
205741_s_at	-42.4062
205742_at	-77.3601
205743_at	-41.2946
205744_at	-81.7585
205745_x_at	56.7902
205746_s_at	50.1394
205747_at	-32.8011
205748_s_at	-74.5729
205749_at	-63.7006
205750_at	-9.24944
205751_at	-41.4037
205752_s_at	-33.2255
205753_at	-74.2317
205754_at	-79.872
205755_at	-56.0142
205756_s_at	-74.09
205757_at	-15.5251
205758_at	-98.276
205759_s_at	-71.5306
205760_s_at	-70.4231
205761_s_at	-2.82431
205762_s_at	-4.06876
205763_s_at	-18.1242
205764_at	11.2901
205765_at	-40.4029
205766_at	-85.855
205767_at	-80.1726
205768_s_at	-43.6143
205769_at	-52.9471
205770_at	2.46085
205771_s_at	-27.3798
205772_s_at	62.2979
205773_at	6.42921
205774_at	-88.6455
205775_at	-29.0837
205776_at	-59.2661
205777_at	-82.524
205778_at	-55.9956
205779_at	-38.5825
205780_at	-83.88
205781_at	88.2495
205782_at	-28.0593
205783_at	-46.0877
205784_x_at	47.9975
205785_at	63.6029
205786_s_at	89.4216
205787_x_at	66.3788
205788_s_at	69.3336
205789_at	24.4898
205790_at	-90.0757
205791_x_at	98.6904
205792_at	-71.8315
205793_x_at	-50.7636
205794_s_at	-30.89
205795_at	-34.8561
205796_at	-53.731
205797_s_at	-52.391
205798_at	46.2068
205799_s_at	-64.6157
205800_at	40.0688
205801_s_at	-38.7111
205802_at	-24.2312
205803_s_at	-21.4418
205804_s_at	54.312
205805_s_at	-42.4839
205806_at	54.6572
205807_s_at	-93.6414
205808_at	-79.2617
205809_s_at	-23.9348
205810_s_at	-49.1928
205811_at	-37.4505
205812_s_at	-17.9396
205813_s_at	-46.1229
205814_at	-63.9282
205815_at	-83.0413
205816_at	-47.7029
205817_at	-69.664
205818_at	-56.0322
205819_at	-90.1538
205820_s_at	-80.1165
205821_at	29.2683
205822_s_at	-37.847
205823_at	-24.9974
205824_at	-63.4843
205825_at	-52.5429
205826_at	-70.5799
205827_at	-72.8973
205828_at	-30.2112
205829_at	-56.1466
205830_at	-45.0747
205831_at	11.0323
205832_at	-45.8068
205833_s_at	-80.9267
205834_s_at	-75.8835
205835_s_at	-52.8009
205836_s_at	-49.6411
205837_s_at	-81.4395
205838_at	-54.6282
205839_s_at	-71.1678
205840_x_at	-52.7397
205841_at	83.6359
205842_s_at	94.4633
205843_x_at	-90.4585
205844_at	74.9465
205845_at	-82.8488
205846_at	-46.6887
205847_at	1.39384
205848_at	-16.1565
205849_s_at	0.0250449
205850_s_at	-74.3545
205851_at	24.7866
205852_at	-80.7183
205853_at	95.556
205854_at	-23.1367
205855_at	-31.9891
205856_at	-60.8179
205857_at	-99.3936
205858_at	-56.0163
205859_at	-65.73
205860_x_at	-51.4224
205861_at	-82.5791
205862_at	-24.9794
205863_at	87.891
205864_at	39.2192
205865_at	93.0681
205866_at	-58.3483
205867_at	-70.7792
205868_s_at	-83.0317
205869_at	-55.7444
205870_at	-41.3844
205871_at	26.38
205872_x_at	-42.781
205873_at	-18.1715
205874_at	-71.4119
205875_s_at	75.7444
205876_at	-43.9108
205877_s_at	-98.0735
205878_at	-78.1187
205879_x_at	-54.9517
205880_at	-21.1665
205881_at	-24.6986
205882_x_at	80.8199
205883_at	-86.7463
205884_at	31.0814
205885_s_at	28.2476
205886_at	-53.9715
205887_x_at	-63.4102
205888_s_at	-48.1201
205889_s_at	-60.1847
205890_s_at	-51.2144
205891_at	-25.2079
205892_s_at	-77.1156
205893_at	-43.7387
205894_at	-52.9955
205895_s_at	-16.6042
205896_at	90.3018
205897_at	31.0588
205898_at	57.2229
205899_at	-62.5162
205900_at	-73.0008
205901_at	-78.7709
205902_at	-44.7909
205903_s_at	-58.5719
205904_at	23.0894
205905_s_at	60.6963
205906_at	-86.4776
205907_s_at	-27.2707
205908_s_at	-38.9528
205909_at	-3.95315
205910_s_at	-60.53
205911_at	-70.2483
205912_at	-77.31
205913_at	-48.7335
205914_s_at	28.7874
205915_x_at	-82.846
205916_at	-64.1745
205917_at	-91.1
205918_at	-67.026
205919_at	-74.1576
205920_at	95.2741
205921_s_at	87.6464
205922_at	96.8879
205923_at	-39.6077
205924_at	-30.7652
205925_s_at	-59.8321
205926_at	-66.1792
205927_s_at	-46.9134
205928_at	-42.7387
205929_at	-56.542
205930_at	21.276
205931_s_at	95.9231
205932_s_at	-18.244
205933_at	-35.513
205934_at	4.18814
205935_at	-26.5525
205936_s_at	65.2861
205937_at	-68.0961
205938_at	-42.6602
205939_at	-49.1054
205940_at	-86.1864
205941_s_at	-56.2412
205942_s_at	-66.0738
205943_at	-27.1074
205944_s_at	11.0697
205945_at	95.8393
205946_at	29.4123
205947_s_at	-90.3641
205948_at	-35.4534
205949_at	-44.9481
205950_s_at	-79.801
205951_at	-68.4336
205952_at	-44.014
205953_at	-36.953
205954_at	-71.4894
205955_at	-61.1546
205956_x_at	-72.4237
205957_at	-62.8814
205958_x_at	-56.0466
205959_at	-75.2593
205960_at	-87.5884
205961_s_at	38.1924
205962_at	37.7928
205963_s_at	-4.89575
205964_at	-26.8782
205965_at	55.8268
205966_at	-70.5807
205967_at	-75.4666
205968_at	-38.1039
205969_at	-66.4117
205970_at	-64.9486
205971_s_at	-84.976
205972_at	-91.8869
205973_at	-54.2822
205974_at	-79.7646
205975_s_at	-24.705
205976_at	-11.4057
205977_s_at	-76.1847
205978_at	-53.3971
205979_at	-67.1371
205980_s_at	-32.95
205981_s_at	47.4428
205982_x_at	-68.4719
205983_at	-83.3701
205984_at	-66.5451
205985_x_at	74.6889
205986_at	79.7373
205987_at	-77.2552
205988_at	-93.3441
205989_s_at	-84.9529
205990_s_at	-26.2441
205991_s_at	-43.1487
205992_s_at	-53.8572
205993_s_at	16.1361
205994_at	-32.5835
205995_x_at	-11.4331
205996_s_at	-59.6089
205997_at	56.0335
205998_x_at	-88.4415
205999_x_at	-26.3459
206000_at	-52.8455
206001_at	-61.0216
206002_at	-37.8845
206003_at	12.0161
206004_at	-98.6766
206005_s_at	26.0795
206006_s_at	-64.5724
206007_at	-81.6322
206008_at	-77.1597
206009_at	-38.4266
206010_at	-56.8332
206011_at	94.0195
206012_at	-42.7562
206013_s_at	-83.1867
206014_at	-66.9848
206015_s_at	46.1094
206016_at	-36.1441
206017_at	38.1038
206018_at	-73.7519
206019_at	-27.8934
206020_at	-7.97254
206021_at	-93.7613
206022_at	-44.3342
206023_at	-39.2506
206024_at	-80.7333
206025_s_at	92.6628
206026_s_at	92.5926
206027_at	-64.5079
206028_s_at	-25.4727
206029_at	-60.0601
206030_at	-39.315
206031_s_at	-90.0933
206032_at	-53.7864
206033_s_at	-56.7837
206034_at	-96.435
206035_at	13.1764
206036_s_at	80.8148
206037_at	-86.5722
206038_s_at	30.4114
206039_at	-94.8629
206040_s_at	25.3077
206042_x_at	-61.4653
206043_s_at	-84.4596
206044_s_at	-84.9103
206045_s_at	-45.827
206046_at	-37.8946
206047_at	60.4264
206048_at	-77.9475
206049_at	25.7389
206050_s_at	-9.45601
206051_at	-40.3787
206052_s_at	34.6974
206053_at	-20.4511
206054_at	-72.958
206055_s_at	-4.35398
206056_x_at	55.6181
206057_x_at	-71.7862
206058_at	-91.6052
206059_at	-53.9794
206060_s_at	33.7719
206061_s_at	96.8766
206062_at	-76.1897
206063_x_at	60.1255
206064_s_at	38.9621
206065_s_at	-43.6566
206066_s_at	-14.815
206067_s_at	-52.5697
206068_s_at	-59.7662
206069_s_at	-26.002
206070_s_at	-32.1439
206071_s_at	-77.159
206072_at	-97.9784
206073_at	-89.0157
206074_s_at	-17.5246
206075_s_at	-34.0106
206076_at	-15.3224
206077_at	-64.8191
206078_at	-30.7646
206079_at	-42.3749
206080_at	54.3457
206081_at	-6.85841
206082_at	89.442
206083_at	77.2665
206084_at	-30.8665
206085_s_at	-41.7301
206086_x_at	11.9678
206087_x_at	-25.13
206088_at	19.611
206089_at	-36.9953
206090_s_at	71.167
206091_at	-42.7713
206092_x_at	39.2718
206093_x_at	-60.1258
206094_x_at	-50.9275
206095_s_at	3.04831
206096_at	-5.75256
206097_at	-82.8941
206098_at	-76.1403
206099_at	58.6825
206100_at	-20.1017
206101_at	-11.0944
206102_at	-5.09978
206103_at	-91.1407
206104_at	-30.3346
206105_at	-68.6139
206106_at	-56.8461
206107_at	-71.4668
206108_s_at	-57.6056
206109_at	-60.8134
206110_at	29.1392
206111_at	20.7963
206112_at	-53.4134
206113_s_at	88.4942
206114_at	-65.6164
206115_at	-95.5146
206116_s_at	-39.6858
206117_at	-19.7857
206118_at	-90.5471
206119_at	-42.4149
206120_at	17.3974
206121_at	-37.8167
206122_at	-62.8175
206123_at	-59.6289
206124_s_at	40.3214
206125_s_at	-59.6185
206126_at	-92.5964
206127_at	-63.1898
206128_at	12.2617
206129_s_at	-94.9746
206130_s_at	-83.756
206131_at	-68.4569
206132_at	-30.8845
206133_at	81.8009
206134_at	-45.6075
206135_at	-45.0094
206136_at	-76.4971
206137_at	-58.5517
206138_s_at	83.6046
206139_at	51.0433
206140_at	-59.172
206141_at	-55.9637
206142_at	-37.7798
206143_at	-57.502
206144_at	-13.7157
206145_at	-68.7094
206146_s_at	-91.1648
206147_x_at	-15.2348
206148_at	37.5822
206149_at	-53.4759
206150_at	-96.4772
206151_x_at	-85.4138
206152_at	70.8765
206153_at	-54.5404
206154_at	13.8363
206155_at	-91.6355
206156_at	-68.9794
206157_at	-77.4853
206158_s_at	63.9572
206159_at	-60.5737
206160_at	-71.4382
206161_s_at	-93.5854
206162_x_at	45.3446
206163_at	-46.2634
206164_at	-56.4978
206165_s_at	-40.9281
206166_s_at	-49.8364
206167_s_at	-55.6125
206168_at	73.848
206169_x_at	51.5604
206170_at	51.6078
206171_at	84.9594
206172_at	-42.9786
206173_x_at	-71.9331
206174_s_at	84.0443
206175_x_at	83.2169
206176_at	-83.701
206177_s_at	34.1602
206178_at	-39.2812
206179_s_at	-93.7383
206180_x_at	-35.2896
206181_at	-78.7907
206182_at	-85.917
206183_s_at	81.8027
206184_at	45.2921
206185_at	39.4267
206186_at	-53.0874
206187_at	-88.5015
206188_at	-15.0186
206189_at	-65.8533
206190_at	-87.1526
206191_at	-37.2793
206192_at	-36.7795
206193_s_at	-60.7899
206194_at	-39.8417
206195_x_at	-43.1416
206196_s_at	-50.1592
206197_at	-35.8147
206198_s_at	-57.3527
206199_at	-45.8289
206200_s_at	97.854
206201_s_at	-44.3139
206202_at	-90.2357
206203_at	28.2136
206204_at	-49.1477
206205_at	-6.76925
206206_at	-91.3834
206207_at	92.4143
206208_at	76.6526
206209_s_at	67.7513
206210_s_at	-62.8494
206211_at	-38.3325
206212_at	-66.1676
206213_at	-81.8889
206214_at	-51.9603
206215_at	-52.8525
206216_at	-94.1658
206217_at	25.9514
206218_at	-61.6008
206219_s_at	97.8662
206220_s_at	63.5294
206221_at	48.9034
206222_at	94.5455
206223_at	93.425
206224_at	-64.6138
206225_at	-91.9763
206226_at	-55.1415
206227_at	-45.0398
206228_at	-74.1066
206229_x_at	9.7026
206230_at	23.0838
206231_at	-72.0981
206232_s_at	-22.0675
206233_at	-11.6429
206234_s_at	23.2834
206235_at	75.0524
206236_at	-72.6835
206237_s_at	-82.7629
206238_s_at	70.9112
206239_s_at	-42.3849
206240_s_at	55.9415
206241_at	-41.4961
206242_at	-78.031
206243_at	-36.8369
206244_at	96.9062
206245_s_at	94.7048
206246_at	97.7267
206247_at	63.9776
206248_at	23.4554
206249_at	-30.392
206250_x_at	73.494
206251_s_at	-85.4166
206252_s_at	22.1378
206253_at	-61.1536
206254_at	-69.4151
206255_at	-89.495
206256_at	-59.3458
206257_at	58.7498
206258_at	-80.0506
206259_at	-95.8624
206260_at	-63.527
206261_at	-23.1659
206262_at	-60.3274
206263_at	-19.9705
206264_at	-51.5708
206265_s_at	-68.3224
206266_at	51.8733
206267_s_at	36.7745
206268_at	-68.4749
206269_at	-98.1254
206270_at	79.9571
206271_at	-12.8779
206272_at	-12.5161
206273_at	-38.4244
206274_s_at	-54.1009
206275_s_at	-98.0172
206276_at	-77.8863
206277_at	38.7978
206278_at	99.2745
206279_at	-80.0188
206280_at	-59.4166
206281_at	-69.0653
206282_at	-37.2708
206283_s_at	-84.2701
206284_x_at	-82.2961
206285_at	-70.9073
206286_s_at	-27.7766
206287_s_at	-81.9166
206288_at	24.732
206289_at	-87.0959
206290_s_at	-52.9168
206291_at	-38.0604
206292_s_at	-50.2339
206293_at	-75.8764
206294_at	-46.3147
206295_at	-73.3166
206296_x_at	-88.1484
206297_at	-79.4054
206298_at	-29.381
206299_at	-66.5702
206300_s_at	-56.7123
206301_at	27.5748
206302_s_at	-55.7411
206303_s_at	-68.6579
206304_at	80.9578
206305_s_at	-70.9136
206306_at	-51.6368
206307_s_at	-25.4182
206308_at	30.4682
206309_at	-83.0062
206310_at	-46.3336
206311_s_at	-70.6891
206312_at	-64.3363
206313_at	-82.0513
206314_at	-62.3663
206315_at	-68.3073
206316_s_at	-38.3586
206317_s_at	21.7221
206318_at	-70.1008
206319_s_at	-32.5949
206320_s_at	-98.1503
206321_at	93.6016
206322_at	-53.5729
206323_x_at	-70.2698
206324_s_at	99.2353
206325_at	-47.1254
206326_at	-59.1378
206327_s_at	44.6089
206328_at	52.5557
206329_at	14.8559
206330_s_at	-74.9871
206331_at	-17.2837
206332_s_at	93.2374
206333_at	-93.6086
206334_at	-61.2604
206335_at	91.3999
206336_at	4.62196
206337_at	16.2675
206338_at	46.1246
206339_at	-72.4216
206340_at	-57.3889
206341_at	-86.4855
206342_x_at	96.82
206343_s_at	-65.2008
206344_at	-63.9186
206345_s_at	-47.8828
206346_at	-58.4401
206347_at	74.293
206348_s_at	97.5659
206349_at	-52.5436
206350_at	-79.5784
206351_s_at	-49.6636
206352_s_at	-11.8661
206353_at	-79.7814
206354_at	-61.0809
206355_at	-49.556
206356_s_at	-40.2719
206357_at	17.0851
206358_at	34.2347
206359_at	79.4338
206360_s_at	85.8735
206361_at	96.0029
206362_x_at	60.3779
206363_at	-61.0027
206364_at	-30.9883
206365_at	-52.6722
206366_x_at	-63.0387
206367_at	-53.0173
206368_at	35.2561
206369_s_at	97.4639
206370_at	71.8366
206371_at	87.5617
206372_at	-69.8059
206373_at	-62.1428
206374_at	-50.6705
206375_s_at	-69.0661
206376_at	-45.5477
206377_at	-36.3685
206378_at	-50.2688
206379_at	32.4429
206380_s_at	88.9649
206381_at	-62.0325
206382_s_at	-35.136
206383_s_at	28.1092
206384_at	-76.4908
206385_s_at	-57.1612
206386_at	-66.6838
206387_at	-78.5917
206388_at	27.8791
206389_s_at	-54.1573
206390_x_at	9.00693
206391_at	-36.8823
206392_s_at	-17.1064
206393_at	-98.4975
206394_at	-68.3255
206395_at	60.445
206396_at	-41.1773
206397_x_at	-42.9856
206398_s_at	-85.9739
206399_x_at	48.7045
206400_at	-67.8118
206401_s_at	-64.2217
206402_s_at	70.1514
206403_at	-50.8375
206404_at	-45.562
206405_x_at	47.2776
206406_at	-80.9975
206407_s_at	-38.7867
206408_at	-43.3687
206409_at	-48.7135
206410_at	-63.7202
206411_s_at	-67.0866
206412_at	-15.8943
206413_s_at	-81.73
206414_s_at	-25.5107
206415_at	-66.5061
206416_at	62.4059
206417_at	-69.3263
206418_at	-59.0383
206419_at	-66.6792
206420_at	95.3898
206421_s_at	-29.3948
206422_at	-68.2167
206423_at	-80.4226
206424_at	-67.2239
206425_s_at	-52.6733
206426_at	-72.2795
206427_s_at	-66.0229
206428_s_at	58.1509
206429_at	60.7812
206430_at	-66.5563
206431_x_at	-23.0707
206432_at	-26.8376
206433_s_at	-62.604
206434_at	-61.8309
206435_at	-45.2781
206436_at	18.2916
206437_at	98.4348
206438_x_at	-38.6464
206439_at	-52.6629
206440_at	93.8492
206441_s_at	-9.95545
206442_at	-99.826
206443_at	-59.8519
206444_at	59.435
206445_s_at	-17.2406
206446_s_at	-77.3421
206447_at	-86.7134
206448_at	-29.4939
206449_s_at	-55.9249
206450_at	28.1226
206451_at	-10.8911
206452_x_at	-19.676
206453_s_at	-22.6988
206454_s_at	41.3566
206455_s_at	39.3215
206456_at	-67.4163
206457_s_at	-71.8492
206458_s_at	-40.7743
206459_s_at	40.9243
206460_at	-87.9864
206461_x_at	-28.7629
206462_s_at	-68.2089
206463_s_at	-74.133
206464_at	75.7022
206465_at	-65.3398
206466_at	-85.0118
206467_x_at	-29.0749
206468_s_at	-34.3256
206469_x_at	-13.4779
206470_at	97.0207
206471_s_at	96.8597
206472_s_at	98.8031
206473_at	-14.8848
206474_at	68.4302
206475_x_at	-50.5746
206476_s_at	38.5766
206477_s_at	18.4091
206478_at	-79.7176
206479_at	-79.2724
206480_at	59.4916
206481_s_at	-32.9623
206482_at	-41.5626
206483_at	87.5133
206484_s_at	-73.6348
206485_at	-96.794
206486_at	-51.3228
206487_at	-10.7363
206488_s_at	-85.8348
206489_s_at	-79.3243
206490_at	-64.7317
206491_s_at	76.0723
206492_at	-50.873
206493_at	15.0752
206494_s_at	-98.2533
206495_s_at	-59.9791
206496_at	-46.5396
206497_at	39.0326
206498_at	-27.1153
206499_s_at	-10.3112
206500_s_at	3.72177
206501_x_at	-35.479
206502_s_at	-37.3795
206503_x_at	17.6616
206504_at	-67.4721
206505_at	-61.8995
206506_s_at	-19.2232
206507_at	-3.48616
206508_at	-61.0315
206509_at	-42.9041
206510_at	-45.6265
206511_s_at	-73.5862
206512_at	69.9805
206513_at	58.4878
206514_s_at	74.9574
206515_at	96.9839
206516_at	7.45257
206517_at	-76.4399
206518_s_at	-82.2221
206519_x_at	-62.7199
206520_x_at	-87.5817
206521_s_at	-78.4737
206522_at	96.0761
206523_at	0.345607
206524_at	-91.5468
206525_at	-71.6787
206526_at	-60.7491
206527_at	52.62
206528_at	-79.1844
206529_x_at	-68.851
206530_at	-42.4309
206531_at	16.0977
206532_at	-41.2841
206533_at	-41.1594
206534_at	-58.57
206535_at	-49.9102
206536_s_at	25.2147
206537_at	21.6697
206538_at	-28.7784
206539_s_at	58.9721
206540_at	-63.9998
206541_at	-75.9598
206542_s_at	40.0048
206543_at	-83.3151
206544_x_at	44.4203
206545_at	-90.8235
206546_at	-94.1143
206547_s_at	-79.3949
206548_at	58.1409
206549_at	-40.5638
206550_s_at	-9.95811
206551_x_at	73.8061
206552_s_at	-52.5002
206553_at	-99.0114
206554_x_at	-2.52113
206555_s_at	23.6603
206556_at	-67.8251
206557_at	-39.7358
206558_at	-52.3523
206559_x_at	-98.2924
206560_s_at	-74.732
206561_s_at	-29.0939
206562_s_at	36.2062
206563_s_at	82.6455
206564_at	86.4633
206565_x_at	71.4187
206566_at	-34.1983
206567_s_at	84.7847
206568_at	55.7415
206569_at	-72.1286
206570_s_at	-70.8148
206571_s_at	91.1647
206572_x_at	-73.1479
206573_at	-92.7696
206574_s_at	71.287
206575_at	43.7157
206576_s_at	55.8899
206577_at	-52.6027
206578_at	-96.9669
206579_at	-35.8533
206580_s_at	-47.8214
206581_at	-66.7183
206582_s_at	-69.9408
206583_at	-54.8678
206584_at	99.2058
206585_at	7.77116
206586_at	14.8442
206587_at	-3.78937
206588_at	-44.6445
206589_at	-55.5375
206590_x_at	30.5369
206591_at	-58.734
206592_s_at	-64.5757
206593_s_at	37.0395
206594_at	-22.1735
206595_at	-40.7979
206596_s_at	-51.4394
206597_at	28.9339
206598_at	-78.4277
206599_at	89.364
206600_s_at	91.3342
206601_s_at	-40.9734
206602_s_at	13.2391
206603_at	-89.9067
206604_at	9.30571
206605_at	-61.5171
206606_at	-73.2858
206607_at	96.4505
206608_s_at	96.775
206609_at	-58.7992
206610_s_at	-65.0334
206611_at	-53.7394
206612_at	48.8897
206613_s_at	-20.916
206614_at	1.29095
206615_s_at	-47.9194
206616_s_at	-75.3596
206617_s_at	53.6493
206618_at	86.8699
206619_at	-60.6025
206620_at	57.9813
206621_s_at	-72.7982
206622_at	-43.6037
206623_at	3.21937
206624_at	-77.8586
206625_at	-83.6277
206626_x_at	-43.6618
206627_s_at	-72.33
206628_at	-48.2317
206629_at	42.8142
206630_at	-70.3032
206631_at	-92.6061
206632_s_at	-69.9517
206633_at	-67.962
206634_at	-49.1018
206635_at	52.6601
206636_at	94.751
206637_at	91.6301
206638_at	-48.5671
206639_x_at	-40.0566
206640_x_at	-60.8673
206641_at	-77.2379
206642_at	-83.7895
206643_at	90.6951
206644_at	-74.68
206645_s_at	-81.6762
206646_at	19.9837
206647_at	-86.0967
206648_at	-9.59503
206649_s_at	96.363
206650_at	45.2798
206651_s_at	-46.9896
206652_at	49.7499
206653_at	-15.4794
206654_s_at	-60.3994
206655_s_at	25.9456
206656_s_at	94.4974
206657_s_at	29.7725
206658_at	-85.8975
206659_at	-40.3196
206660_at	-87.3148
206661_at	-67.358
206662_at	90.9829
206663_at	-88.2715
206664_at	-59.9754
206665_s_at	-94.6384
206666_at	-99.309
206667_s_at	-78.2247
206668_s_at	-71.9875
206669_at	-64.6793
206670_s_at	-60.6434
206671_at	52.7354
206672_at	53.7096
206673_at	-42.9634
206674_at	-60.7734
206675_s_at	-88.7512
206676_at	-98.7566
206677_at	-72.3011
206678_at	-46.2595
206679_at	-99.3811
206680_at	-56.0235
206681_x_at	-70.9327
206682_at	-84.9616
206683_at	-39.577
206684_s_at	16.8163
206685_at	-33.2292
206686_at	69.128
206687_s_at	95.8206
206688_s_at	-12.874
206689_x_at	57.2419
206690_at	-88.085
206691_s_at	-83.5864
206692_at	-60.1193
206693_at	-32.8157
206694_at	-69.6188
206695_x_at	-59.035
206696_at	-46.6261
206697_s_at	-94.3727
206698_at	-85.9281
206699_x_at	84.0026
206700_s_at	-85.5652
206701_x_at	-11.0964
206702_at	-75.5595
206703_at	-60.8498
206704_at	-24.4857
206705_at	49.1202
206706_at	-55.1878
206707_x_at	99.0616
206708_at	15.2646
206709_x_at	48.5354
206710_s_at	-45.4966
206711_at	-72.2083
206712_at	39.7578
206713_at	-61.5968
206714_at	-45.3386
206715_at	-86.8678
206716_at	-75.8929
206717_at	-73.8691
206718_at	-95.9426
206719_at	-75.6976
206720_at	14.9001
206721_at	-56.1181
206722_s_at	99.2475
206723_s_at	98.7907
206724_at	74.7089
206725_x_at	17.9899
206726_at	-32.6295
206727_at	-73.8142
206728_at	14.6861
206729_at	57.9344
206730_at	-55.3734
206731_at	-64.0224
206732_at	-38.847
206733_at	68.578
206734_at	-20.1563
206735_at	49.647
206736_x_at	75.0051
206737_at	-85.4294
206738_at	-72.2294
206739_at	-77.7899
206740_x_at	-48.5352
206741_at	-45.3968
206742_at	-29.9121
206743_s_at	-77.9436
206744_s_at	-86.6464
206745_at	-64.1846
206746_at	-56.0744
206747_at	-82.5218
206748_s_at	87.2498
206749_at	-41.5225
206750_at	10.9257
206751_s_at	-77.3049
206752_s_at	-87.1264
206753_at	-62.9303
206754_s_at	-39.7792
206755_at	-34.4501
206756_at	89.542
206757_at	-44.5429
206758_at	-95.2355
206759_at	-87.8612
206760_s_at	-86.3365
206761_at	-87.0726
206762_at	-34.4063
206763_at	67.4819
206764_x_at	99.4001
206765_at	95.3291
206766_at	-29.0644
206767_at	-45.183
206768_at	-63.4562
206769_at	50.3397
206770_s_at	-20.9859
206771_at	21.4672
206772_at	-69.7751
206773_at	-72.9311
206774_at	-93.0052
206775_at	-38.3553
206776_x_at	-73.5104
206777_s_at	-24.5032
206778_at	57.6346
206779_s_at	-99.256
206780_at	-41.6338
206781_at	52.4918
206782_s_at	30.0462
206783_at	-31.2029
206784_at	-66.9566
206785_s_at	-89.5676
206786_at	-65.6673
206787_at	-76.6378
206788_s_at	-90.9085
206789_s_at	66.2063
206790_s_at	26.9275
206791_s_at	82.2253
206792_x_at	68.9629
206793_at	24.1254
206794_at	-82.4218
206795_at	-78.2938
206796_at	-46.8123
206797_at	-25.1564
206798_x_at	41.0198
206799_at	-38.952
206800_at	21.5032
206801_at	-79.729
206802_at	47.9519
206803_at	-94.2483
206804_at	-95.3425
206805_at	-48.5137
206806_at	-50.936
206807_s_at	11.1782
206808_at	-40.8167
206809_s_at	-13.075
206810_at	-84.7881
206811_at	-88.3951
206812_at	51.2704
206813_at	-91.9795
206814_at	9.42959
206815_at	-88.2575
206816_s_at	-99.1139
206817_x_at	48.0951
206818_s_at	-12.7961
206819_at	-79.4515
206820_at	40.4153
206821_x_at	14.3082
206822_s_at	-29.2262
206823_at	42.538
206824_at	72.8962
206825_at	-39.8871
206826_at	-43.3264
206827_s_at	57.6923
206828_at	1.95041
206829_x_at	72.9715
206830_at	15.5637
206831_s_at	26.2164
206832_s_at	-63.0464
206833_s_at	-7.26058
206834_at	-97.2277
206835_at	-33.241
206836_at	-82.1378
206837_at	-61.6833
206838_at	-70.2679
206839_at	45.349
206840_at	-28.847
206841_at	-88.0903
206842_at	83.3722
206843_at	6.91919
206844_at	-76.5239
206845_s_at	66.1094
206846_s_at	-26.9747
206847_s_at	-61.0755
206848_at	23.8192
206849_at	-42.3713
206850_at	-42.48
206851_at	-98.858
206852_at	-56.7346
206853_s_at	-76.6267
206854_s_at	51.4808
206855_s_at	-59.8802
206856_at	-88.4318
206857_s_at	-24.0873
206858_s_at	-28.4253
206859_s_at	-64.5537
206860_s_at	-15.087
206861_s_at	91.6356
206862_at	-85.4214
206863_x_at	81.8588
206864_s_at	-94.5511
206865_at	-95.926
206866_at	-66.1599
206867_at	-72.8447
206868_at	-66.8549
206869_at	-72.3739
206870_at	-74.6923
206871_at	-93.4777
206872_at	-53.4538
206873_at	-62.6698
206874_s_at	62.0812
206875_s_at	91.868
206876_at	-68.773
